station,fold,horizon_steps,method,worst_undercoverage,mean_abs_coverage_error,mean_normalized_width,mean_normalized_interval_score
CSGS2,q2_2020,1,robust_condition_cqr,0.48456973293768546,0.19633400554534347,0.18999893113760566,0.5228726262072194
CSGS2,q2_2020,1,robust_local_cqr,0.3777448071216617,0.15868281057087186,0.21651102021108043,0.4667911773717222
CSGS2,q2_2020,1,robust_risk_mondrian,0.4400593471810089,0.17959866293083354,0.20026475228045112,0.49838967538372836
CSGS2,q2_2020,1,robust_rolling_cqr,0.47863501483679527,0.2025571637087716,0.1876320223955594,0.5261640159760238
CSGS2,q2_2020,4,clean_condition_cqr,0.3488330341113106,0.15060591692660408,0.29091875209535667,0.726711508121581
CSGS2,q2_2020,4,lgbm_condition_cqr,0.28240574506283667,0.12671099038455966,0.2962153194101931,0.587237437062201
CSGS2,q2_2020,4,oracle_ramp_mondrian,0.07235188509874324,0.03636025127150897,0.271495595506653,0.43451991815650864
CSGS2,q2_2020,4,persistence_condition_cqr,0.9,0.35874019972601334,0.44149402451274106,1.1326699400953872
CSGS2,q2_2020,4,robust_condition_cqr,0.2518850987432675,0.10936981353701562,0.2290682027090924,0.49514135786892455
CSGS2,q2_2020,4,robust_local_cqr,0.1710951526032316,0.074367211038276,0.26310252344100277,0.4606743745173126
CSGS2,q2_2020,4,robust_risk_mondrian,0.17289048473967683,0.07954573699798788,0.2509034278092482,0.48772295986473335
CSGS2,q2_2020,4,robust_rolling_cqr,0.2464991023339318,0.11027613755782335,0.23040672119698677,0.5004627589981718
CSGS2,q3_2020,1,clean_condition_cqr,0.6370517928286853,0.19424440255652922,0.3267894280032984,0.584121688525638
CSGS2,q3_2020,1,lgbm_condition_cqr,0.5374501992031873,0.1695003063848915,0.3299853365015353,0.5209889893552182
CSGS2,q3_2020,1,oracle_ramp_mondrian,0.011938974631896415,0.03262523438267508,0.2662793247462553,0.30101746367877213
CSGS2,q3_2020,1,persistence_condition_cqr,0.9,0.3070233170564151,0.3157553566341274,0.7905696266961451
CSGS2,q3_2020,1,robust_condition_cqr,0.5135458167330678,0.20964133531511706,0.1724241056330107,0.4089302819360959
CSGS2,q3_2020,1,robust_local_cqr,0.34621513944223115,0.14483411042719313,0.19943813510174124,0.35755552096502086
CSGS2,q3_2020,1,robust_risk_mondrian,0.39800796812749006,0.17062337840407044,0.18597817752266915,0.3744006616622836
CSGS2,q3_2020,1,robust_rolling_cqr,0.501593625498008,0.19586263779368954,0.17630050905284414,0.40239533169435776
CSGS2,q3_2020,4,clean_condition_cqr,0.22293986636971053,0.08377737129884759,0.34620937804152246,0.5063492613397552
CSGS2,q3_2020,4,lgbm_condition_cqr,0.15835189309576836,0.06648106494749828,0.3454299543000846,0.44992160898899736
CSGS2,q3_2020,4,oracle_ramp_mondrian,0.0,0.03590201264397889,0.30671945784390936,0.37846399849059603
CSGS2,q3_2020,4,persistence_condition_cqr,0.9,0.32819937341095473,0.4733932171985213,0.8638674707387304
CSGS2,q3_2020,4,robust_condition_cqr,0.15389755011135864,0.07645745832191903,0.2272605557411685,0.39749651018980614
CSGS2,q3_2020,4,robust_local_cqr,0.11158129175946552,0.05854606936375949,0.23856947212447036,0.36903585540145356
CSGS2,q3_2020,4,robust_risk_mondrian,0.08485523385300675,0.05288580248809331,0.24656168709903376,0.3852852680158008
CSGS2,q3_2020,4,robust_rolling_cqr,0.1806236080178174,0.07906692201951508,0.21485071939073758,0.40050875549454623
CSGS2,q4_2020,1,clean_condition_cqr,0.6884615384615385,0.2081127330381062,0.2936342967724851,0.6342414555054028
CSGS2,q4_2020,1,lgbm_condition_cqr,0.55,0.18736974468317752,0.3084743971350166,0.5624011361124015
